"iso","bucketLatrine","compostingToilet","containerBased","flushOpen","flushPit","flushSeptic","flushSewer","flushUnknown","hangingToilet","openDefecation","other","pitNoSlab","pitSlab"
1,9273845512218862,139503211604830,0,0,20442281026697,2155925815314112,602675481205491712,0,0,4437578413323418,13168282817661548,4809231636136562,4113541679586914
2,0,127497810243520,0,33709293953742328,1272572137537104,21306376513664580,551032380661344832,7223420132944784,0,146876209369877248,12039033554907972,257075432041560,1585178529054670
