"iso","bucketLatrine","compostingToilet","containerBased","flushOpen","flushPit","flushSeptic","flushSewer","flushUnknown","hangingToilet","openDefecation","other","pitNoSlab","pitSlab"
1,0,15412388881198.3,0,0,2261336378484.67,238760448571225,0,0,0,0,0,531381255074884,454336930453905
2,0,14098165991172.5,0,0,140894917308485,2360000773743474,0,0,0,0,0,28431394582117.4,175313665272252
